ID,Predicted Price
45681554,15880.69
45759667,7065.350523809523
45801493,3183.72
45651955,1913.25
45764650,24707.68
45020204,18595.48
44513334,17882.49
45792905,20381.852
42910911,18119.27
45640871,4403.043974664225
45797034,16876.1475
45793338,13913.12
45802312,41802.24
45790421,27017.04
45694692,2724.58
41376460,46258.06
45626429,26695.11
45619289,1613.3080865800866
45815081,4287.25
45654157,1336.247
45729643,27436.56
45757210,14532.82
45759341,6722.547757936508
45282184,14071.7
45057389,13899.36
45806653,1759.636923076923
45745438,11967.43
45769542,16994.137360556113
45766608,6299.1825
43784331,15037.94
45808496,4638.6775
43277010,62074.72
45539335,18242.02
45776914,18944.08
45805789,19681.52
45815227,3937.16
45785522,9558.62
45793217,6895.1
45809029,40632.47
45759522,17036.5
43137315,15367.79
45804033,5148.89
45790373,23874.27
44284559,14092.95
45765609,24707.68
45646447,7989.96
45786801,8357.68
44588466,24952.42
45408542,21277.79
45732081,69374.03333333334
45769377,1381.69
45773630,15559.062
45765218,3973.748526315789
45803511,13398.43
45765196,2592.988714285714
45652011,1227.095
45794146,8949.643333333333
45709083,24178.56
45753074,16910.14
45813699,10341.58
45801530,16972.11
45815232,5475.19
45794571,38655.67
45618963,10050.754047619048
45802136,34916.08
45816572,1184.18
45773015,5010.88
45806852,8866.56
45812876,10700.72
45794677,16264.99
45802180,31944.01
45773496,3032.526571428571
45438868,1963.6
45815365,7415.25
45793065,8972.88
45813885,6424.78
45815494,16559.21
45788722,9169.285
39106776,19435.75
45791834,14212.37
45636016,1518.06
45771154,1365.39
45816503,7699.25
45776910,14266.78
45744966,23526.37
45489788,10355.08
45729802,38103.39
45798085,10253.985
45647990,7178.689333333334
45764817,1726.9132727272727
45798087,8804.21
45798006,17682.97
45772174,883.0255801143302
45772597,6418.352
45800830,23720.06
45813425,7975.319194139194
45661156,4778.321688087275
45656825,4103.27125
45729960,38694.05
45276711,26370.75
45791468,12468.98
45746231,19253.51
45744703,8774.4
45814925,9362.93
45764664,5751.311695167578
43425210,14951.26
45765851,1137.8291666666667
45143974,15007.686666666668
45766888,9458.6
45770183,681.7525
45708014,7359.91
45811885,5398.76
45732816,16080.44
45758182,2633.63
45773545,7414.1775
45791028,8593.54
45803480,15800.43
45506060,23438.17
45816594,2767.4
45642441,2754.2209999999995
45798522,13668.62
45798493,18733.19
45773717,14523.68
45571795,5393.8240000000005
45783999,16237.55
43996196,23211.29
45804534,16510.92
45796258,8426.78
45782013,5157.07
45786759,69051.29
45756543,1361.12
45801971,17827.22
45729990,24908.66
45497644,10576.99
45781128,11686.72
45803273,14750.22
45788126,8307.58
45768777,573.14
45782028,7618.07
45763978,468.77
45805007,16111.51
45793559,6212.96
45627315,6559.240505050505
45813598,5565.83
45725917,23384.17666666667
45703453,17976.97
45803505,15503.99
45806458,2974.7333333333336
45109615,15474.73
45812654,9232.68
45341241,13670.39
45759431,2946.8994166666666
45810328,1509.88
45792071,1376.1154999999999
45432915,6174.54
45808767,14209.444166666668
45812979,1954.8
45641193,1338.9597607614116
45801348,19471.72
45655257,9542.257303030303
45656408,7014.898745365747
45815981,16486.66
45806402,2040.84
45726583,28246.38
45725038,19770.42
45803051,40935.89
45797036,31944.01
45435147,36123.18
45782605,14914.69
45646975,5586.83
45771594,8774.4
45452278,13168.89
45784139,8670.91
45689410,8316.86
45338800,66896.91
44124470,11554.43
45810095,20127.471999999998
45754049,6398.42
45787289,17622.53
45763966,2772.829299450549
45775726,8037.23
45772761,6370.362184596107
45815876,48084.01
45800204,18638.66
45648653,7178.689333333334
45733026,15815.4475
45394260,11537.95
45815823,42766.66
44991308,7396.47
45774490,11878.02
45290365,10549.21
45796234,9574.22
45760515,10545.875
45763593,741.2460000000001
45803299,14736.98
45732724,16044.67
44998282,34003.15
45796973,12060.64
45789842,6019.28
45656732,4957.58
45808990,11498.51
45730586,34836.84
44515466,14893.03
45751007,3437.13
45804153,13633.01
45765720,2802.69
45656945,18751.2
43859669,15083.16
45732681,14676.05
45662118,4178.622468253968
45768284,2177.07
45804680,39246.31
45503139,21084.5
45766518,1268.4914920634922
45811592,6616.24
42407493,8602.89
45763872,5374.02
45766056,1846.2575741357034
45656736,2865.17
45770293,12454.012857142858
45785886,4073.45
42256474,28688.29
45699708,7017.98
45803615,39489.37
45788783,66478.03
45797257,33045.51
45797773,3667.22
45793349,2392.22
45716703,24778.99
45803049,25860.97
45803165,16678.813000000002
45761307,8589.26
45794400,13822.76
45435516,13596.862967032966
45806016,11144.39
45815386,3999.41
45433044,28155.89
45730897,40610.05
45624791,3188.926
44430496,9535.93
45794706,12144.39
45535856,14066.08
45770466,3980.55
45730802,18013.36
45793532,12024.56
43081921,15136.36
45794901,19693.32
45809092,9295.455
45635197,5860.1
45763343,1930.7479999999998
45809622,42303.64
45797534,32768.21
45789187,8929.34
45286065,13128.62
45772501,1637.42
45809199,12830.96
45806558,8388.53
45644399,663.9556570512821
45768542,1099.0083333333334
45772531,2662.651817404817
45801898,19909.050909090907
45026445,18657.34
45732820,38112.08
45732595,31235.09
45758098,22636.175621075607
45731760,38168.887142857144
45809856,39356.48
45615536,1041.107867965368
45748601,17438.14
45782165,52392.55
45734906,9568.513333333334
45783698,9799.97
45724991,19935.11
45538837,18406.41
45782370,12418.37
45017738,17326.97
45808932,44312.15
45776470,3688.91
45576921,52034.57
45802149,81624.63
45815368,6998.0419999999995
45742146,15321.31
45787480,11837.16
45790130,7170.32
45637920,17465.4
45815359,2784.5605194805194
45760170,22367.359432848483
45801698,17205.65
45766875,7711.43125
45787512,19932.09
45761513,7831.64
45812994,4516.095
45494988,17775.71
45810384,29756.81
45802544,72431.68
45642817,1170.6310357142859
45644452,3951.5842307692305
45757222,1826.88
45784948,9276.31
45098001,13269.62
45816316,4417.6795
45813799,2104.997142857143
45642779,663.9556570512821
45759042,12723.32
44114616,30993.92
45803617,19734.6
45638699,5231.0778928571435
45730828,36508.36
45804819,28229.91
45768074,2147.0491114163615
45725157,19867.78
45078204,10453.86
44751021,26381.52
45801506,22314.51
44528061,14008.53
45797005,39224.13
45655223,17349.863509657014
45788726,11621.88
45759200,22752.38
45813416,14127.4
45767908,4141.2
45726778,22681.15
45765098,15233.448333333332
45813979,33810.82
45808731,16424.18
45804301,18842.44
45767722,860.2509090909091
45798506,16849.18
45734504,24898.95
45769138,10195.898095238095
45808631,963.7666666666668
45620874,1613.3080865800866
45654702,31210.409378787885
45793098,51567.56
45780932,19301.55
42975147,17034.04
45770531,10375.47
45648283,17528.2675
45796399,27437.21
45802796,22733.94
45733239,18506.91516666667
45647780,3700.53
45306127,18024.66
45769534,24707.68
45805896,26660.51
45420740,86678.48
45451711,14148.15
45730506,41612.96
45808629,1949.5991666666666
45660177,1913.25
45786335,23931.15
44889200,30333.94
45786788,7382.47
45765806,784.3
45770949,73647.64
44939129,39753.06
45741391,8774.71
45792390,18393.35
45814851,555.7053365384614
45797931,18172.15
45729557,22817.91
45762980,1099.0083333333334
45809963,23107.14
45758108,29546.62621023765
45590228,10641.11
45453291,13571.76
45282213,14769.01
45803293,15341.435
45322474,55798.14
45803424,15937.193000000001
45767502,1390.7303333333336
45802514,23720.24
45789870,7027.9
45808728,7121.02
45765713,2781.3155823676316
45776454,6566.57
45732690,15319.94
45794281,26295.96
45641666,3282.25
45801873,11641.398000000001
45814915,2018.43
45727511,20204.62
45773569,8483.245238095238
45794009,5158.6
45742389,6799.276666666668
45730205,24318.865
45703779,6114.16
45648727,695.26
45804994,38370.71
45092353,1687.94
45815880,1032.05
45802846,83098.97066666666
44957435,27301.03
45602847,15635.33
45656623,1346.115
45730269,23097.21
43908545,16594.15
45809519,18908.6
45402171,53521.12
45770275,13048.45
45804802,28525.05
45641927,663.9556570512821
45798395,17900.51
45811809,12735.93
45765409,1859.4896031746032
45814162,6587.68
45771219,23984.58
45644973,1160.5805714285714
45788639,18487.14983974359
44113234,16772.28
44876365,11047.57
45801132,9826.33
45770915,4255.104459185259
45769281,1637.42
45766401,2802.69
45760018,19231.78
45781916,14742.49
44801504,4067.768181818182
45782084,9268.89
44708428,19800.92
45781847,11965.38
45711935,22082.85
45802126,25345.99
45768894,4532.656935425685
45396049,28495.02
45732977,15078.236666666666
45773552,4571.132738095239
45804682,36833.8
45809112,32932.57
45809750,36688.3
45808445,16537.53
45640128,17265.26
45815151,10306.89
45772008,16776.05818181818
45794190,10696.943333333335
45725672,17478.02
45761511,13915.217321428572
45778106,6760.28
45803256,13306.6
45812746,13480.59
45732563,29147.31
45788290,8245.61
45815375,11226.03
45814450,19049.808333333334
45756762,1600.7701666666667
45784855,18444.31
45810087,42309.44666666666
45781348,33808.93
45776885,7836.28
45789924,11799.6
42972356,25848.38
45771457,25002.38237705228
45806466,5662.66
45610633,61953.33
45802499,11946.5
34092530,10500.21
45811396,2150.141
45652686,10838.55584090909
45758282,14711.56154447051
45729992,23179.31
45809950,14795.97
45732941,14866.22
45649899,1423.79
45804238,18708.05
45815277,4279.3640000000005
45763083,1964.9354545454546
45694904,8741.26
45656586,1064.69
45785526,11708.19
45797367,9209.382
45731465,28659.04
45648995,8443.174166666668
45649740,14711.56154447051
45815434,6657.46
45657161,2695.64052631579
45597432,21312.72
44528551,12106.936000000002
45617734,555.7053365384614
45732141,31276.64
45785095,9386.265
45730661,17356.27
45720330,30715.51
45750508,4766.507272727273
45802981,32483.04
45541879,18233.702
45732650,18683.55
45789208,18552.1
44793662,11286.51
45813273,2101.3542307692305
45793078,12989.77
45796929,18711.46
45802139,19014.81
45810887,13268.302967032967
45760346,4929.762738095238
45760032,2704.9993333333337
45775322,13693.06
45643549,65207.92
45797500,14150.08
45731407,33958.41
45789508,26072.13
45793458,14884.32
45762387,6396.816952380952
45646878,663.9556570512821
45810530,22551.11
45732129,36000.93
45776811,8001.93
45787861,8556.77
45278949,14404.94
45765680,4064.67
45725788,14617.07
45796808,15133.61
45765513,2802.69
45757389,6428.28
45127273,18107.98
45782007,7630.28
45761027,1576.84
45756405,6564.08
45730210,38715.54
45766338,1836.005
45651226,5586.83
45774309,980.18
45804339,22431.6
45772066,18464.73
45759234,36623.28591648989
44096675,6860.09
45803122,13982.01
44181676,24964.53
45765574,4792.17
44562831,10994.28
45800305,24199.44
44894966,14836.36
45796000,6069.3
45766514,11183.873333333333
45789476,21825.29
45731837,22134.15
45593005,16348.57
45656863,13920.49
45759133,21126.956553592434
45809300,25588.192000000003
45536064,15343.14
45802764,26158.04
45809153,17488.67
45809160,18633.1
45783458,16340.24
45769875,2801.6232367650823
45671833,9568.99
45661030,8215.907258771931
45778034,14100.73
45816420,1753.56
45770642,8082.64
45803335,15414.4
45764971,3820.53
45772535,3215.02
45810529,22700.79
45772647,30999.29
45802674,30629.32
45806391,1888.3
45806476,8993.73
45080011,17110.99
45622751,15846.036666666667
45764656,16994.137360556113
45109657,31185.33
45806516,11343.98
45806086,6583.6
45793266,6801.567999999999
45809198,16356.39
45803280,13044.17
45733098,16580.753
45782878,10149.85
45807064,3511.256954887218
45760183,5272.96
45681830,15935.57
45789650,25983.37
45809709,1035.41
45772234,3411.79
45793578,27762.59
45789107,19447.05
45776589,27124.52
45779619,5635.95
45642659,4110.876275641025
45729570,33691.08
45804279,17767.3425
45655563,1561.13
45766519,1385.1100595238095
45764680,4865.93
44298917,13655.98
45789730,15586.53
45757345,3820.53
45742586,12675.28
45770043,3221.86
45797382,952.42
45488129,19022.75
45801462,21051.61
45749535,24695.53342424243
45801554,12275.728571428574
45668010,10464.22
45617757,2054.18
45793681,7020.65
45809045,25106.2
45768970,13009.36
45812047,770.4568333333333
45730454,19856.82
45653841,2917.65
44998061,18370.04
45807589,12336.04
44204689,6811.5
45796671,24709.288333333334
45781495,17728.7865
45797242,883.3483333333332
45622667,8541.42
45730325,36695.14
45641386,5586.83
43649435,18223.025714285715
45758988,16740.11
45809166,43363.09
45808444,70222.46
45097130,8876.25
45782074,4372.64
45789910,14591.07
45026298,28617.33
45633850,10276.769023809526
45769881,2064.29
45646462,9957.088
45721248,5825.69
45803553,13611.617
45802177,32599.67864285714
45786070,1091.935
45768942,848.3739999999999
45646362,7178.689333333334
45774045,13777.74
45491317,1672.771201298701
45793030,3993.5
45762781,14676.614166666668
44679624,16946.8
45733789,21430.54
45776077,19916.95
45775415,23067.64
45727190,23598.42
45732080,80243.65
45437855,7510.82
45813407,2657.12
45809765,3490.719285714286
45657341,22208.21
45810525,25845.26
45649212,3951.5842307692305
45754841,4154.596666666666
45803951,20172.58
45642428,3700.53
45524479,29846.55945454545
45768177,2048.2282106227103
45732552,38761.95
45806349,15922.76
45813007,5376.0861904761905
45512591,20064.59
45575163,8986.561666666666
45802877,19150.9
45808494,1418.92
45656227,726.67
45777607,14761.48
45769544,5911.98
45618075,1529.1428205128207
45661954,4099.817272727273
45694936,22823.27
45774287,17664.43
44741596,49531.85
45733225,15166.94
45798072,12712.85
45763415,1678.043333333333
45801259,26450.08
45787088,21757.98
45617736,3307.189485714285
45648191,573.9882835775337
45765469,1540.69
45759186,17909.57
45744436,6091.1175
45813894,3735.0532000000003
45763849,1978.43
45762231,3032.526571428571
44075614,53631.71
45797825,30043.81
34813830,72389.58
45763538,1754.8
45792314,34227.75
45764467,2236.4251776556775
45513428,13013.745
45808464,1013.0
45767754,1390.7303333333336
45813683,2703.64
44881054,73700.42
45776548,7387.94
45695028,12621.82
45810336,18202.91
45772798,1122.75
45771408,16735.34
45815366,18853.47
45809215,20022.59
45800547,7651.42
45789691,7611.36
45612972,24204.51
45793434,8327.845
45726438,7409.82
45651716,1496.4786428571429
45793620,3612.76
45781843,23355.28
45758384,18425.26
45804331,19720.12
45731486,18072.62
45804079,35684.14
41653158,15124.33
45809747,47090.55
45114301,8975.63
45765375,9471.8575
43886697,30142.73
45725616,23595.89
45763007,9212.71375
45789950,39769.18
45621653,6370.362184596107
45816375,2088.0733333333333
45660804,460.6091096958598
45809344,18614.54
45806613,1366.5166666666669
45760343,4639.147190476191
45757632,1069.93
45651641,6945.43
42494424,22160.09
45813734,11514.45611868687
44728860,16766.43
45474387,61320.3
45815777,8354.42
45550725,6603.55
45810043,17001.19
45814816,4445.521777777778
45235716,18160.42
45770538,13976.01
45788708,8632.76
45617271,9600.08
45760482,7493.666333333333
45762419,2300.49
45730603,10688.432756410255
45801459,11814.77
43432389,6943.35
45809139,13207.0
45765183,14280.01
45651946,2839.3549047619053
45816094,3120.54
45768263,15800.315333333332
45813646,15643.743571428573
45803882,15939.39
45797274,13082.87
45787069,27981.52
45797973,17999.17
45816422,2190.615
45640970,8215.907258771931
45809440,21714.28
45776877,15109.69
45645940,3700.53
42008079,13155.25
45771569,2235.44
45757299,5272.96
45776398,15261.76
45785534,14151.27
45625929,9659.020354340106
45770087,7651.71510287777
45771323,14377.33
45792746,1816.32
44822864,15827.53
45776005,19816.18
40612419,35811.79
45648734,4110.876275641025
45720367,16723.65
45685670,9843.61
45755779,11753.01
45729996,40475.36
45802662,59431.196333333326
45814889,2762.53
45787478,13784.36
45729783,33645.09
45804189,13521.66
44952167,42406.48
45803311,15554.07
45646480,14711.56154447051
45656551,1051.18
45807495,1788.0538461538463
45782453,8464.59
45794546,9284.64
45769884,6370.362184596107
45758785,42705.58
45809656,17119.56333333333
45810575,20589.84
45793014,15019.83
45809421,7186.47
45765141,5023.96
45796894,12655.328571428572
45770508,13145.74
45810108,26469.78
45727215,21981.98
45638749,3220.1333333333337
45814767,19641.06
43943161,18498.09
45793010,14760.67
45789106,1338.9597607614116
45774336,2121.5
45751802,8055.6775
45767692,7714.761666666666
45774101,6436.66
44640944,7569.66
45749003,11100.91
45804309,27872.0
45756098,16374.03
42877258,11777.39
45804492,28627.865
45776670,22314.87
45502350,14838.98
45262387,17552.06
45769190,2781.3155823676316
45786953,5143.44
45732870,21869.05
45625138,663.9556570512821
45727574,34524.77
45808756,2263.57
45765180,2704.9993333333337
45733143,17288.9
45757386,7582.82
45796842,40978.12
45803119,15898.54
45653164,14928.04
45809118,25068.13
45768541,8495.18
45808868,46554.79
45641686,2754.2209999999995
45813882,1175.384375
45803548,14682.32
45764507,1045.51
45732671,14006.3
45808212,13491.30316017316
45802116,38399.82714285714
45772102,1164.7576470588235
45768235,24307.862
45802147,80750.36
45651666,2949.051730769231
45789996,41500.06
45806686,6687.715384615385
45806785,13272.97
45809762,16842.44
45762382,1472.252835164835
45773800,3034.5965333333334
45801432,18528.91
45764825,974.473175130425
45786481,21808.52
45804402,40521.89
45806298,45062.7
45813123,22332.51
45796225,6284.27
45158745,30971.01
45664436,6991.43375
45803993,8700.51
45806508,1735.13
45766996,2999.08
45772406,6186.872345089551
45625066,18386.62
44902779,22495.44
45674092,6277.51
45792752,17012.15
45805991,10381.74
45801263,14798.99
45730179,24022.57
45733671,38553.29
44045423,11555.6
45796978,16337.72
45757573,4016.632976190476
45771389,1118.17
45654798,6128.4875
45812941,32326.39
45758528,681.3453113553114
45659889,21126.956553592434
45759213,24854.056100333277
45655763,3197.786666666667
45769569,1471.1
45729801,43010.87
45627525,4893.369025974027
45797712,8821.92
45816466,18528.45
45801828,12798.035
45812734,1827.78
45793677,7565.72
45814968,3140.88
45793897,24186.32
45803053,41110.53
45729582,25706.15
45803180,14946.36
45786650,4321.67
45769789,1757.906
45504756,19327.58
45816516,24095.88
45786729,11102.46
45785562,13489.05
45687809,8876.12
45776913,7523.29
45808398,1033.04
45730736,35049.61
45646471,17079.045138642687
45528931,11030.28
45764698,6396.816952380952
45773491,2147.0491114163615
45656246,883.0255801143302
45782073,10909.37
45766842,2044.27
45630452,29966.54
45522579,20954.95
45153429,16298.29
45340836,7627.14
45764962,6545.913369893179
45813836,10128.41
45802349,15143.37
45771826,7651.71510287777
45797631,13089.51
45809828,21115.642000000003
45715851,6631.96
45808876,29110.91
45809189,8552.48
45802904,37908.27
45788893,12137.82
45803613,14563.99
45768494,14753.61
45756197,27552.38
45785586,18849.65
38197039,12655.47
45803428,27832.01
45786055,25489.95
45759287,3820.53
45793120,14614.7
45786286,18315.38
45417852,23594.2
45774062,2064.29
45731422,32598.51
45744725,8663.78
45804103,18896.48
45636102,3472.8891666666664
45792989,10273.204666666667
45805488,14063.12
45770476,9320.58
45596778,14535.515055555557
45656185,1051.18
45537443,14880.94
45733736,26176.84
45561322,37254.54
45760179,22866.151298949415
45794976,8207.9
45815447,24213.49
45509429,20517.56
45322047,27493.52
45745479,12248.91
45718454,18455.55
45741410,18673.71
45590951,15610.5
45675600,9247.48
45694894,17768.45
45800356,3957.81
45784331,17390.9
45395777,17510.12
45805889,11240.96
45795161,8163.68
42805437,26905.23
45769356,5038.798970588235
45773149,6902.82919047619
45772828,19478.74
45728689,24738.46
45789810,2357.03
45803183,13119.38
45652464,1379.52
45802321,34310.86
45816218,12744.15
45812733,4166.0
45788776,17608.23
45771606,8180.45
45768973,17639.26
45805841,26078.9
45766612,24854.056100333277
45733418,45265.64
45811884,8235.87
45749563,4699.19
45813431,7703.98
45801605,17024.82
45816469,11228.88
45802725,55314.53166666667
45771241,20469.395
45732862,18153.2
45787572,29420.22
45746876,25596.75
45732726,14077.98
45802337,15920.73
45807556,5722.464
45789585,6271.55
45809076,30113.2
45815382,1146.1
45660556,4957.58
45801851,11991.76
45737379,11460.21
45786911,19639.63
44780914,23486.31
45794157,2212.45
45619295,1496.338559163059
45803352,15226.41
45770361,7284.37
45797623,18447.07
45798698,8809.69
45798105,11952.05
45722650,16544.26
45659687,38153.74
45647008,7784.196666666668
45620829,17990.31
45787147,37567.48
45773235,18013.75
45788050,31441.48
45816325,2491.7377777777783
45755644,14560.94
45769823,6186.872345089551
40549087,15431.54
45730729,18516.94
45618036,1776.7622038925983
45732587,39114.49
45732842,16031.94
45718625,22595.14
45808952,44160.17
45775384,13994.66
45800573,1850.9353333333333
45762529,2519.87
45802182,25220.01
45802857,38007.74
45806809,1657.46
45815375,11226.03
45631413,6963.328691537222
45773817,1635.2
45340728,22319.26
45772701,36623.28591648989
45803556,16207.35
45767792,3383.5262414391177
45732116,39097.55
45508766,23734.255714285715
45624938,7138.922642419671
45274992,21843.11
45811216,7796.972051282051
45146277,22194.09
45789199,23959.85
44922135,35189.08
45732366,67469.92366666667
45540351,3502.36
45617858,1818.9340476190475
45803422,15306.79
45793568,8334.45
45813894,3735.0532000000003
45772032,1031.5334404761904
45292009,13591.13
45771980,6545.913369893179
45768840,17656.42
45801767,16707.67
45809412,2357.1876666666667
45813268,7954.94
45816315,3984.7330303030303
45792533,6241.71
45801193,8665.94
45769783,24854.056100333277
45808418,2069.42
45299741,36754.95
45733016,18209.39
45771290,2843.85
45785414,5627.71
45791982,11873.694447712418
45654583,1913.25
45804338,24216.6
45802023,12346.335238095238
44101724,4937.3
45808955,11657.64
45797523,11742.56
45809571,18766.6
45793097,25274.51
45526316,10457.83
45744765,12036.68
45798244,16779.14
45794556,5570.57
45771420,13613.34
45760162,20718.025357808856
45420679,28703.58
45276982,9028.345333333333
45786793,29280.751333333334
45664242,9957.088
45793313,19643.896666666667
45792639,10774.92
45761221,30719.44
45810101,26033.53
45765101,18362.335
45804788,28459.98
45703274,7588.44
45771587,838.2371153846153
45780259,8632.85
45771878,20469.395
45664226,22393.364128707894
45801413,13841.91
45759424,2519.8039682539684
45802632,24606.255
45790451,4347.09
45808642,1465.63
45784772,15687.59
40571566,2594.2013636363636
45789368,11999.34
45804705,38991.15
45815415,29547.03
45814864,1374.23
45815254,2245.8825
43592813,18345.34
45652003,7296.25
45729702,13770.15
45239295,61304.01
44617271,18762.21
45764095,24854.056100333277
45773731,6370.362184596107
45809119,14418.17
45782214,14918.31
45785318,8322.98
45733301,14374.87
45754476,28142.02
45773150,5183.27
45804801,22884.65
45789913,21804.89666666667
45479905,16412.83
45645720,25313.10324531024
45802369,16345.68
45798624,31417.69
45764572,648.9157142857143
45760187,7902.79
45772318,5374.02
45791515,11475.479329573936
45804782,32654.44
45625107,16559.043333333335
45815977,7261.04
44190761,14648.48
45770312,2236.4251776556775
45639294,10916.04
45629892,1384.2045158730157
45416465,21555.11
45730117,47042.78666666667
45728141,1789.5
45813176,16204.63
45788815,4414.3
45802420,15572.16
45801943,7439.59
45804121,13868.48
45809181,14521.17
45772089,14679.249818181817
45813710,3199.8375
45758254,10030.08
45815578,21615.22
44756400,14835.81
45803994,41372.39
45729819,14460.09
45648031,5586.83
45694782,6962.64
45764253,26291.46
45781595,28209.58
45813450,6021.108717948718
45733724,46620.27
45785622,6907.62
45810067,48006.32
45765833,2946.8994166666666
45661032,15126.205
45809487,41516.31
45773760,9101.35
45700577,6312.68
45780593,15288.25
45688151,22301.85
45801744,4848.28
45730427,38932.31
45810434,2012.86
44915401,18801.26
45725829,14584.03
45751140,6927.51
42411094,7752.74
45689046,15064.413333333336
45770299,4934.91
45815878,2695.763333333334
45730381,39435.37
45786465,28875.87
45814802,10639.3
45809690,18054.88
45802298,26233.43
45776898,17714.78
45416680,12924.92
45782532,17107.72
45727237,26399.472
45211406,18837.61
45762797,2499.84
45804804,30282.88
45766071,2772.829299450549
45808605,1639.52
45642495,807.3
45815352,1397.2525
45795007,8942.11
45401208,19360.65
45758502,1137.8291666666667
45789690,34315.4
45760843,893.6339047619049
45810279,15952.673333333332
45514237,20273.19
45647053,3428.92
45774039,2852.33
45727548,21135.56
45730890,43531.74
45806447,26321.62
45772083,9471.8575
43458437,15423.71
45773853,6058.78
45809110,33311.99
45694913,17961.34
45797044,21234.74
45528775,13372.91
45726809,14664.76
45636099,2381.722272727273
45763366,1647.04
45804474,20606.6525
45763963,2054.83
45768947,1330.42
45803454,13078.66
45798521,21783.65
44778080,15630.993333333336
45797318,49261.88
45798281,34822.56
45761854,30131.71
45780447,9416.96
45772386,2064.29
45754510,17069.55
45756985,10470.95890909091
45781936,4873.99
44610480,62687.34
45759238,16354.103257352943
45806355,4098.39
45537283,31218.31
45795681,15274.32
45796014,13000.35
45766328,3042.22
45492486,17026.08
45781821,10936.8
45803236,13620.71
45094413,40379.8
45793342,10295.58
45760354,3009.395
45808977,9985.635333333334
45762976,1330.1279393939394
45617573,3210.309
45732682,15206.06
45772152,2169.077714285714
45788824,46851.21
45755068,12279.918809523808
45805853,16896.21
45813238,3347.44
45528116,26239.76
45763887,2623.7
45779538,18617.59
45804431,31373.32
44109017,11184.92
45793630,7437.44
45759115,22393.364128707894
44845950,36018.35
45767766,3768.758333333333
45732548,35601.12
45769559,5180.120415584416
45806002,11613.81
45765784,1681.78
45507039,13259.49
45782352,18632.23
45759117,11835.995212121212
45783689,17145.15
45801620,15412.69
44467052,8780.44
45759093,57542.55136237317
45805974,16001.31
45796979,80750.36
45798702,12607.33
45798441,7736.0
45768912,4873.969333333333
44800816,7494.84
45782010,20983.14
45730199,36678.1
45566384,5669.582738095238
45620548,10050.754047619048
45808842,21382.23
45803727,38728.44
45816398,1269.9154999999998
45756363,957.2133333333335
45743223,7213.24
45621886,15607.79
45732602,35188.52
45733123,16996.494
45804480,20455.1725
44208127,6999.97
44303433,10594.74
45765823,4359.837333333333
45793442,5641.73
45809009,39752.7
45803710,19769.17
45794639,3838.41
45700605,12991.45
45524747,2624.367095238095
45763501,2595.26
45815239,1900.96
45729866,22211.0
45805915,9190.0
45815764,8989.0375
45807435,35826.53
45792271,23387.59
45726819,1620.78
45801288,15273.13
45641735,2861.48
45728067,3562.0762756410254
45810771,7332.72
45793995,6414.42
45761319,43979.8
45794464,24143.14
44092011,16957.75083333333
45812715,3410.45
45811054,2214.842
45776279,18707.93
45802989,29677.3
45815363,8032.61
44875298,13101.92
45809722,18674.63
45812762,2567.7466666666664
45744762,6657.59
45753312,9986.64
45775155,5264.71
45797007,10793.95
45809997,16504.25
45801460,17388.25
